song_id,language,singer,valence,arousal,genre
english_Help!,English,The Beatles,0.82,0.78,POP
english_Ain't_No_Mountain_High_Enough,English,Marvin Gaye & Tammi Terrell,0.9,0.85,RNB_SOUL
english_To_Love_Somebody,English,Bee Gees,0.8,0.7,RNB_SOUL
english_Suspicious_Minds,English,Elvis Presley,0.8,0.8,ROCK
hindi_Zindagi_Kaisi_Hai_Paheli,Hindi,Manna Dey,0.7,0.5,BOLLYWOOD_POP
english_Riders_on_the_Storm,English,The Doors,0.5,0.6,ROCK
english_All_My_Life,English,Foo Fighters,0.9,0.95,ROCK
english_Come_Together,English,The Beatles,0.7,0.7,ROCK
english_Crazy_Little_Thing_Called_Love,English,Queen,0.8,0.85,ROCK
english_No_Woman_No_Cry,English,Bob Marley,0.6,0.6,POP
english_Let's_Dance,English,David Bowie,0.9,0.85,POP
english_Give_Me_One_Reason,English,Tracy Chapman,0.7,0.5,JAZZ
english_Black_Hole_Sun,English,Soundgarden,0.6,0.7,ALTERNATIVE
english_September,English,"Earth, Wind & Fire",0.9,0.85,POP
english_Play_That_Funky_Music,English,Wild Cherry,0.85,0.9,ROCK
english_Best_Of_My_Love,English,The Emotions,0.9,0.87,POP
english_We_Are_Family,English,Sister Sledge,0.92,0.8,POP
english_Tainted_Love,English,Soft Cell,0.7,0.8,POP
english_Midnight_City,English,M83,0.8,0.7,POP
english_Somebody_That_I_Used_to_Know,English,Gotye feat. Kimbra,0.3,0.4,POP
english_Sky_Full_of_Stars,English,Coldplay,0.88,0.8,POP
english_Hymn_for_the_Weekend,English,Coldplay,0.82,0.78,POP
english_Let_Her_Go,English,Passenger,0.2,0.45,COUNTRY_FOLK
english_Yellow,English,Coldplay,0.55,0.75,ALTERNATIVE
english_Cherry_Wine,English,Hozier,0.4,0.8,COUNTRY_FOLK
english_Youth,English,Daughter,0.35,0.25,POP
english_Holocene,English,Bon Iver,0.3,0.55,ALTERNATIVE
english_Slow_Dancing_in_the_Dark,English,Joji,0.45,0.3,RNB_SOUL
english_Sweet_Disposition,English,The Temper Trap,0.7,0.75,ALTERNATIVE
english_Breathe_Me,English,Sia,0.25,0.2,ALTERNATIVE
hindi_Iktara,Hindi,Kavita Seth,0.55,0.45,BOLLYWOOD_FOLK
hindi_Qaafirana,Hindi,Arijit Singh & Nikhita Gandhi,0.6,0.5,BOLLYWOOD_ROMANTIC
hindi_Nazm_Nazm,Hindi,Arko,0.65,0.45,BOLLYWOOD_ROMANTIC
hindi_Khuda_Jaane,Hindi,KK & Shilpa Rao,0.75,0.6,BOLLYWOOD_ROMANTIC
hindi_Manjha,Hindi,Vishal Mishra,0.35,0.4,BOLLYWOOD_FOLK
hindi_Apna_Bana_Le,Hindi,Arijit Singh,0.7,0.55,BOLLYWOOD_ROMANTIC
hindi_Chaudhary,Hindi,Mame Khan,0.8,0.75,BOLLYWOOD_FOLK
hindi_O_Sanam,Hindi,Lucky Ali,0.7,0.55,ALTERNATIVE
hindi_Alag_Aasmaan,Hindi,Anuv Jain,0.75,0.65,ALTERNATIVE
hindi_Phir_Se_Ud_Chala,Hindi,Mohit Chauhan,0.8,0.75,BOLLYWOOD_POP
hindi_Choo_Lo,Hindi,The Local Train,0.5,0.45,ALTERNATIVE
english_Clearest_Blue,English,CHVRCHES,0.8,0.85,POP
english_Ophelia,English,The Lumineers,0.75,0.65,ALTERNATIVE
english_Riptide,English,Vance Joy,0.7,0.6,ALTERNATIVE
english_Run,English,Snow Patrol,0.55,0.45,ALTERNATIVE
english_Take_Me_Out,English,Franz Ferdinand,0.85,0.8,ALTERNATIVE
english_Stolen_Dance,English,Milky Chance,0.7,0.6,POP
english_The_Less_I_Know_the_Better,English,Tame Impala,0.65,0.55,POP
english_Do_I_Wanna_Know,English,Arctic Monkeys,0.4,0.55,ALTERNATIVE
english_Electric_Feel,English,MGMT,0.8,0.75,POP
english_Somewhere_Only_We_Know,English,Keane,0.6,0.55,ALTERNATIVE
english_The_Scientist,English,Coldplay,0.35,0.4,ALTERNATIVE
english_Shake_It_Out,English,Florence + The Machine,0.85,0.75,ALTERNATIVE
english_A_Sky_Full_of_Stars,English,Coldplay,0.9,0.85,POP
english_Pompeii,English,Bastille,0.75,0.8,POP
english_Little_Talks,English,Of Monsters and Men,0.7,0.75,COUNTRY_FOLK
english_Some_Nights,English,fun.,0.65,0.8,POP
english_Ho_Hey,English,The Lumineers,0.85,0.75,COUNTRY_FOLK
english_I_Lived,English,OneRepublic,0.9,0.85,ROCK
english_Fast_Car,English,Tracy Chapman,0.45,0.4,COUNTRY_FOLK
english_Youngblood,English,5 Seconds of Summer,0.8,0.85,ROCK
english_Budapest,English,George Ezra,0.75,0.65,COUNTRY_FOLK
english_Shotgun,English,George Ezra,0.9,0.8,POP
english_River,English,Leon Bridges,0.4,0.35,RNB_SOUL
english_Anchor,English,Novo Amor,0.2,0.3,ALTERNATIVE
english_Saturn,English,Sleeping At Last,0.25,0.35,POP
english_To_Build_a_Home,English,The Cinematic Orchestra,0.15,0.3,POP
english_Hold_On,English,Chord Overstreet,0.3,0.4,POP
english_Let_Me_Down_Slowly,English,Alec Benjamin,0.3,0.45,POP
english_Another_Love,English,Tom Odell,0.35,0.5,POP
english_As_the_World_Caves_In,English,Matt Maltese,0.2,0.35,POP
english_Arcade,English,Duncan Laurence,0.28,0.42,POP
english_Love_Is_Gone,English,SLANDER ft. Dylan Matthew,0.2,0.55,POP
english_Death_Bed,English,Powfu,0.25,0.35,POP
english_I_Found,English,Amber Run,0.25,0.4,POP
english_Goner,English,Twenty One Pilots,0.2,0.5,ALTERNATIVE
english_Be_Alright,English,Dean Lewis,0.3,0.45,POP
english_Asleep,English,The Smiths,0.15,0.25,ALTERNATIVE
english_Funeral,English,Phoebe Bridgers,0.25,0.35,ALTERNATIVE
english_I_Know,English,Fiona Apple,0.3,0.4,ALTERNATIVE
english_Fourth_of_July,English,Sufjan Stevens,0.15,0.25,ALTERNATIVE
english_Should_Have_Known_Better,English,Sufjan Stevens,0.35,0.45,COUNTRY_FOLK
english_I_Will_Wait,English,Mumford & Sons,0.65,0.7,ALTERNATIVE
english_Work_Song,English,Hozier,0.4,0.5,ALTERNATIVE
english_Re_Stacks,English,Bon Iver,0.2,0.3,ALTERNATIVE
english_True_Love_Waits,English,Radiohead,0.15,0.3,ALTERNATIVE
english_Mariners_Apartment_Complex,English,Lana Del Rey,0.35,0.45,ALTERNATIVE
english_Video_Games,English,Lana Del Rey,0.3,0.35,ALTERNATIVE
english_Heartbeats,English,José González,0.3,0.35,POP
english_Naked_as_We_Came,English,Iron & Wine,0.35,0.4,ALTERNATIVE
hindi_Humsafar,Hindi,Akhil Sachdeva,0.5,0.45,BOLLYWOOD_ROMANTIC
hindi_Aasan_Nahin_Yahan,Hindi,Arijit Singh,0.2,0.35,BOLLYWOOD_POP
hindi_Mann_Bharrya,Hindi,B Praak,0.15,0.4,BOLLYWOOD_ROMANTIC
english_Dissolve,English,Absofacto,0.5,0.6,POP
english_Lost_Cause,English,Beck,0.3,0.35,ALTERNATIVE
english_Waves,English,Dean Lewis,0.45,0.5,POP
english_Human,English,Rag'n'Bone Man,0.45,0.6,ALTERNATIVE
english_Amsterdam,English,Nothing But Thieves,0.55,0.7,ALTERNATIVE
english_Someone_New,English,Hozier,0.55,0.6,POP
english_Lost_Stars,English,Adam Levine,0.35,0.4,POP
english_Unsteady,English,X Ambassadors,0.3,0.45,ALTERNATIVE
english_Say_Something,English,A Great Big World & Christina Aguilera,0.25,0.35,POP
english_Hey_Ya!,English,Outkast,0.95,0.85,POP
english_Stayin'_Alive,English,Bee Gees,0.85,0.75,POP
english_Lean_On,English,Major Lazer & DJ Snake,0.85,0.8,POP
english_Halo,English,Beyoncé,0.7,0.55,POP
english_We_Will_Rock_You,English,Queen,0.9,0.85,ROCK
hindi_Dooba_Dooba,Hindi,Silk Route,0.65,0.55,ALTERNATIVE
hindi_Piya_Basanti,Hindi,"Ustad Sultan Khan, K.S. Chithra",0.65,0.45,COUNTRY_FOLK
hindi_Ilahi,Hindi,Arijit Singh,0.85,0.75,BOLLYWOOD_POP
english_All_I_Want,English,Kodaline,0.2,0.45,POP
english_The_Night_We_Met,English,Lord Huron,0.2,0.35,POP
english_Skinny_Love,English,Bon Iver,0.3,0.4,ALTERNATIVE
english_Photograph,English,Ed Sheeran,0.45,0.4,POP
english_Wrecking_Ball,English,Miley Cyrus,0.4,0.6,POP
english_Ocean_Eyes,English,Billie Eilish,0.35,0.45,ALTERNATIVE
hindi_Ae_Dil_Hai_Mushkil_(Title_Track),Hindi,Arijit Singh,0.3,0.5,BOLLYWOOD_ROMANTIC
hindi_Tadap_Tadap,Hindi,"KK, Dominique Cerejo",0.2,0.55,BOLLYWOOD_ROMANTIC
hindi_Abhi_Mujh_Mein_Kahin,Hindi,Sonu Nigam,0.3,0.35,BOLLYWOOD_ROMANTIC
hindi_Tujh_Mein_Rab_Dikhta_Hai,Hindi,Roop Kumar Rathod,0.6,0.45,BOLLYWOOD_ROMANTIC
hindi_Rehna_Tu,Hindi,A.R. Rahman,0.55,0.5,BOLLYWOOD_POP
hindi_Main_Rahoon_Ya_Na_Rahoon,Hindi,Armaan Malik,0.35,0.45,BOLLYWOOD_ROMANTIC
hindi_Tum_Hi_Ho_Bandhu,Hindi,Neeraj Shridhar,0.8,0.75,BOLLYWOOD_POP
hindi_Jiya_Dhadak_Dhadak,Hindi,Rahat Fateh Ali Khan,0.45,0.5,BOLLYWOOD_ROMANTIC
hindi_Kaise_Mujhe,Hindi,Benny Dayal,0.5,0.45,BOLLYWOOD_ROMANTIC
english_Liability,English,Lorde,0.2,0.3,ALTERNATIVE
english_Slow_Dancing_in_a_Burning_Room,English,John Mayer,0.4,0.45,JAZZ
english_Jealous,English,Labrinth,0.35,0.45,POP
english_Already_Gone,English,Sleeping At Last,0.35,0.4,ROCK
english_Carry_You,English,Ruelle,0.45,0.5,POP
english_Cellophane,English,FKA twigs,0.2,0.35,POP
english_Sea_of_Love,English,Cat Power,0.35,0.4,ALTERNATIVE
english_Apocalypse,English,Cigarettes After Sex,0.35,0.3,ALTERNATIVE
english_Nothing’s_Gonna_Hurt_You_Baby,English,Cigarettes After Sex,0.45,0.3,ALTERNATIVE
english_When_the_Party’s_Over,English,Billie Eilish,0.2,0.35,ALTERNATIVE
english_Breathe,English,Télépopmusik,0.45,0.35,ALTERNATIVE
english_River_of_Tears,English,Alessia Cara,0.3,0.4,POP
english_I’m_Not_the_Only_One,English,Sam Smith,0.35,0.45,RNB_SOUL
english_Poison_&_Wine,English,The Civil Wars,0.35,0.4,ALTERNATIVE
english_Hurt,English,Johnny Cash,0.2,0.35,ALTERNATIVE
english_Motion_Picture_Soundtrack,English,Radiohead,0.2,0.3,ALTERNATIVE
english_Between_the_Bars,English,Elliott Smith,0.25,0.3,ALTERNATIVE
english_Way_Down_We_Go,English,Kaleo,0.45,0.55,ALTERNATIVE
"english_No_Light,_No_Light",English,Florence + The Machine,0.7,0.75,ALTERNATIVE
english_Teardrop,English,Massive Attack,0.45,0.4,POP
english_Cold_Little_Heart,English,Michael Kiwanuka,0.4,0.45,ALTERNATIVE
english_High_Hopes,English,Kodaline,0.8,0.75,ROCK
english_Youth_of_the_Nation,English,P.O.D.,0.55,0.7,METAL
english_Gravity,English,Sara Bareilles,0.35,0.4,ROCK
english_Roads,English,Portishead,0.2,0.3,POP
english_The_A_Team,English,Ed Sheeran,0.35,0.4,COUNTRY_FOLK
english_Chasing_Pavements,English,Adele,0.4,0.45,POP
english_Ghost,English,Halsey,0.45,0.55,POP
english_Firestone,English,Kygo ft. Conrad Sewell,0.75,0.65,POP
english_Love_Runs_Out,English,OneRepublic,0.9,0.85,ALTERNATIVE
english_Sunday_Morning,English,Maroon 5,0.65,0.5,ROCK
english_Latch,English,Disclosure ft. Sam Smith,0.7,0.6,POP
english_Chandelier,English,Sia,0.6,0.85,POP
english_R_U_Mine,English,Arctic Monkeys,0.7,0.8,ALTERNATIVE
english_Midnight_Memories,English,One Direction,0.9,0.85,ROCK
english_Safe_and_Sound,English,Capital Cities,0.8,0.7,COUNTRY_FOLK
english_Style,English,Taylor Swift,0.7,0.65,POP
english_Teenage_Dream,English,Katy Perry,0.88,0.78,POP
english_Jolene,English,Dolly Parton,0.4,0.6,COUNTRY_FOLK
english_Friends_in_Low_Places,English,Garth Brooks,0.9,0.7,COUNTRY_FOLK
english_The_Gambler,English,Kenny Rogers,0.65,0.45,COUNTRY_FOLK
english_Chicken_Fried,English,Zac Brown Band,0.88,0.65,COUNTRY_FOLK
english_Need_You_Now,English,Lady A,0.3,0.4,COUNTRY_FOLK
english_Tennessee_Whiskey,English,Chris Stapleton,0.55,0.35,COUNTRY_FOLK
english_Wagon_Wheel,English,Darius Rucker,0.85,0.6,COUNTRY_FOLK
english_Humble_and_Kind,English,Tim McGraw,0.75,0.4,COUNTRY_FOLK
english_Something_in_the_Orange,English,Zach Bryan,0.35,0.45,COUNTRY_FOLK
english_Blue_Ain't_Your_Color,English,Keith Urban,0.4,0.45,COUNTRY_FOLK
english_Man!_I_Feel_Like_a_Woman!,English,Shania Twain,0.95,0.85,COUNTRY_FOLK
english_If_I_Die_Young,English,The Band Perry,0.25,0.3,COUNTRY_FOLK
english_Ring_of_Fire,English,Johnny Cash,0.7,0.6,COUNTRY_FOLK
english_I_Walk_the_Line,English,Johnny Cash,0.6,0.5,COUNTRY_FOLK
english_Blue_Eyes_Crying_in_the_Rain,English,Willie Nelson,0.2,0.2,COUNTRY_FOLK
english_You're_Still_the_One,English,Shania Twain,0.8,0.35,COUNTRY_FOLK
"english_Jesus,_Take_the_Wheel",English,Carrie Underwood,0.55,0.3,COUNTRY_FOLK
english_Broken_Halos,English,Chris Stapleton,0.35,0.25,COUNTRY_FOLK
english_Live_Like_You_Were_Dying,English,Tim McGraw,0.75,0.45,COUNTRY_FOLK
english_Girl_Crush,English,Little Big Town,0.25,0.25,COUNTRY_FOLK
english_I_Hope_You_Dance,English,Lee Ann Womack,0.9,0.4,COUNTRY_FOLK
english_He_Stopped_Loving_Her_Today,English,George Jones,0.1,0.2,COUNTRY_FOLK
"english_Courtesy_of_the_Red,_White_and_Blue",English,Toby Keith,0.7,0.85,COUNTRY_FOLK
english_Mama_Tried,English,Merle Haggard,0.55,0.6,COUNTRY_FOLK
english_On_the_Road_Again,English,Willie Nelson,0.85,0.65,COUNTRY_FOLK
english_Achy_Breaky_Heart,English,Billy Ray Cyrus,0.8,0.75,COUNTRY_FOLK
english_She_Thinks_My_Tractor's_Sexy,English,Kenny Chesney,0.85,0.7,COUNTRY_FOLK
english_God_Bless_the_USA,English,Lee Greenwood,0.8,0.55,COUNTRY_FOLK
english_Boot_Scootin’_Boogie,English,Brooks & Dunn,0.85,0.8,COUNTRY_FOLK
english_Folsom_Prison_Blues,English,Johnny Cash,0.5,0.6,COUNTRY_FOLK
english_Amarillo_by_Morning,English,George Strait,0.5,0.45,COUNTRY_FOLK
english_Pancho_and_Lefty,English,Willie Nelson & Merle Haggard,0.4,0.35,COUNTRY_FOLK
english_Your_Cheatin'_Heart,English,Hank Williams,0.35,0.4,COUNTRY_FOLK
english_Take_This_Job_and_Shove_It,English,Johnny Paycheck,0.6,0.65,COUNTRY_FOLK
english_Hello_Darlin',English,Conway Twitty,0.3,0.3,COUNTRY_FOLK
english_The_Chair,English,George Strait,0.55,0.4,COUNTRY_FOLK
english_Mama's_Broken_Heart,English,Miranda Lambert,0.6,0.65,COUNTRY_FOLK
english_Chattahoochee,English,Alan Jackson,0.85,0.75,COUNTRY_FOLK
english_Coal_Miner's_Daughter,English,Loretta Lynn,0.65,0.45,COUNTRY_FOLK
english_You_Belong_With_Me,English,Taylor Swift,0.85,0.7,COUNTRY_FOLK
english_Cruise,English,Florida Georgia Line,0.85,0.75,COUNTRY_FOLK
english_Life_Is_a_Highway,English,Rascal Flatts,0.9,0.8,COUNTRY_FOLK
english_Love_Story,English,Taylor Swift,0.88,0.65,COUNTRY_FOLK
english_Take_Five,English,Dave Brubeck Quartet,0.6,0.5,JAZZ
english_My_Favorite_Things,English,John Coltrane,0.65,0.55,JAZZ
english_Feeling_Good,English,Nina Simone,0.8,0.5,JAZZ
english_Summertime,English,Ella Fitzgerald,0.4,0.25,JAZZ
english_Fly_Me_to_the_Moon,English,Frank Sinatra,0.75,0.45,JAZZ
english_Autumn_Leaves,English,Chet Baker,0.35,0.3,JAZZ
english_At_Last,English,Etta James,0.7,0.35,JAZZ
english_So_What,English,Miles Davis,0.55,0.6,JAZZ
english_Lisztomania,English,Phoenix,0.85,0.8,POP
english_Kids,English,MGMT,0.8,0.75,POP
english_Tongue_Tied,English,Grouplove,0.88,0.82,POP
english_Oxford_Comma,English,Vampire Weekend,0.75,0.65,POP
english_Pumped_Up_Kicks,English,Foster the People,0.55,0.7,POP
english_Home,English,Edward Sharpe & The Magnetic Zeros,0.85,0.6,POP
hindi_Kho_Gaye_Hum_Kahan,Hindi,Jasleen Royal,0.55,0.4,POP
hindi_Mera_Mann,Hindi,Falak Shabir,0.65,0.45,POP
hindi_Pyaar_Ke_Pal,Hindi,KK,0.7,0.5,RNB_SOUL
hindi_Saiyaan,Hindi,Kailash Kher,0.5,0.45,RNB_SOUL
hindi_Khoya_Khoya_Chand,Hindi,Mohammed Rafi,0.65,0.35,JAZZ
hindi_Tu_Jaane_Na,Hindi,Atif Aslam,0.6,0.4,RNB_SOUL
hindi_Baarishein,Hindi,Anuv Jain,0.4,0.3,RNB_SOUL
hindi_Riha,Hindi,Anuv Jain,0.55,0.4,RNB_SOUL
hindi_Dil_Mere,Hindi,The Local Train,0.45,0.55,ALTERNATIVE
english_Fluorescent_Adolescent,English,Arctic Monkeys,0.6,0.65,ALTERNATIVE
hindi_Phir_Bhi_Tumko_Chaahunga,Hindi,Arijit Singh,0.3,0.35,BOLLYWOOD_SAD
english_Sun_Is_Shining,English,Axwell / Ingrosso,0.8,0.85,POP
english_Best_Part,English,Daniel Caesar ft. H.E.R.,0.65,0.4,RNB_SOUL
english_The_Logical_Song,English,Supertramp,0.6,0.55,ROCK
hindi_Jiyein_Kyun,Hindi,Papon,0.35,0.4,BOLLYWOOD_SAD
hindi_Saaiyaan,Hindi,Kailash Kher,0.28,0.32,BOLLYWOOD_SAD
english_Ends_of_the_Earth,English,Lord Huron,0.65,0.55,COUNTRY_FOLK
english_Cornerstone,English,Arctic Monkeys,0.5,0.55,ALTERNATIVE
english_The_Boxer,English,Simon & Garfunkel,0.4,0.35,ROCK
english_Carry_On_Wayward_Son,English,Kansas,0.75,0.8,ROCK
english_Dust_in_the_Wind,English,Kansas,0.35,0.3,ROCK
english_Mykonos,English,Fleet Foxes,0.55,0.5,COUNTRY_FOLK
english_Blue_Ridge_Mountains,English,Fleet Foxes,0.5,0.45,COUNTRY_FOLK
english_Japanese_Denim,English,Daniel Caesar,0.6,0.45,RNB_SOUL
english_Exchange,English,Bryson Tiller,0.55,0.4,RNB_SOUL
english_Breezeblocks,English,alt-J,0.55,0.7,ALTERNATIVE
english_Baker_Street,English,Gerry Rafferty,0.55,0.45,ROCK
hindi_Koi_Fariyaad,Hindi,Jagjit Singh,0.22,0.25,BOLLYWOOD_SAD
english_Thinking_Bout_You,English,Frank Ocean,0.55,0.4,RNB_SOUL
english_Best_I_Ever_Had,English,Drake,0.7,0.6,RNB_SOUL
english_Human_(Acoustic),English,Rag'n'Bone Man,0.42,0.38,COUNTRY_FOLK
english_Someday,English,The Strokes,0.65,0.75,ALTERNATIVE
english_Bad_Moon_Rising,English,Creedence Clearwater Revival,0.65,0.75,ROCK
english_Ventura_Highway,English,America,0.7,0.6,ROCK
english_Keep_Your_Head_Up,English,Ben Howard,0.65,0.55,COUNTRY_FOLK
english_Love_Galore,English,SZA,0.6,0.5,RNB_SOUL
english_Pink_+_White,English,Frank Ocean,0.55,0.4,RNB_SOUL
english_Obstacle_1,English,Interpol,0.55,0.7,ALTERNATIVE
english_Free_Fallin',English,Tom Petty,0.55,0.45,ROCK
english_Everybody's_Talkin',English,Harry Nilsson,0.6,0.5,ROCK
english_Stubborn_Love,English,The Lumineers,0.6,0.55,COUNTRY_FOLK
english_Pretty_Little_Fears,English,6LACK ft. J. Cole,0.55,0.45,RNB_SOUL
english_Damage,English,H.E.R.,0.5,0.4,RNB_SOUL
english_Good_Days,English,SZA,0.6,0.45,RNB_SOUL
english_Chasing_Cars_(Acoustic),English,Snow Patrol,0.45,0.35,COUNTRY_FOLK
english_The_Suburbs,English,Arcade Fire,0.55,0.5,ALTERNATIVE
english_1901,English,Phoenix,0.75,0.8,ALTERNATIVE
english_Electric_Feel_(Justice_Remix),English,MGMT,0.7,0.8,ALTERNATIVE
english_Sweet_Emotion,English,Aerosmith,0.7,0.8,ROCK
english_Bennie_and_the_Jets,English,Elton John,0.65,0.55,ROCK
english_Vienna,English,Billy Joel,0.5,0.45,ROCK
english_Alaska,English,Maggie Rogers,0.7,0.65,COUNTRY_FOLK
english_Love_on_the_Brain,English,Rihanna,0.55,0.45,RNB_SOUL
english_Earned_It,English,The Weeknd,0.45,0.4,RNB_SOUL
english_Adorn,English,Miguel,0.65,0.45,RNB_SOUL
english_Location,English,Khalid,0.55,0.4,RNB_SOUL
english_Bitter_Sweet_Symphony,English,The Verve,0.55,0.6,ALTERNATIVE
english_Horse_with_No_Name,English,America,0.55,0.45,ROCK
english_New_Slang,English,The Shins,0.45,0.4,COUNTRY_FOLK
english_Emmylou,English,First Aid Kit,0.6,0.55,COUNTRY_FOLK
english_Untitled_(How_Does_It_Feel),English,D'Angelo,0.55,0.45,RNB_SOUL
english_Talk_Is_Cheap,English,Chet Faker,0.6,0.5,RNB_SOUL
english_Cranes_in_the_Sky,English,Solange,0.45,0.4,RNB_SOUL
english_Firestone_(Acoustic),English,Kygo ft. Conrad Sewell,0.6,0.45,COUNTRY_FOLK
english_Flume,English,Bon Iver,0.45,0.4,ALTERNATIVE
english_Brazil,English,Declan McKenna,0.7,0.65,ALTERNATIVE
english_Father_and_Son,English,Cat Stevens,0.45,0.35,ROCK
english_Wild_World,English,Cat Stevens,0.55,0.45,ROCK
english_Takin'_Care_of_Business,English,Bachman-Turner Overdrive,0.75,0.8,ROCK
hindi_Mitti_Di_Khushboo,Hindi,Ayushmann Khurrana,0.35,0.38,BOLLYWOOD_SAD
english_Wait,English,M83,0.4,0.35,COUNTRY_FOLK
english_After_the_Storm,English,"Kali Uchis ft. Tyler, The Creator",0.65,0.55,RNB_SOUL
english_Bags,English,Clairo,0.45,0.5,ALTERNATIVE
english_Supercut,English,Lorde,0.55,0.65,ALTERNATIVE
english_Shuggie,English,Foxygen,0.65,0.7,ALTERNATIVE
english_Hard_Place,English,H.E.R.,0.4,0.45,ALTERNATIVE
english_Old_Pine,English,Ben Howard,0.5,0.45,ALTERNATIVE
english_Featherstone,English,The Paper Kites,0.55,0.5,ALTERNATIVE
hindi_Kala_Chashma,Hindi,"Amar Arshi, Badshah & Neha Kakkar",0.9,0.9,BOLLYWOOD_POP
hindi_Aankh_Marey,Hindi,"Mika Singh, Neha Kakkar",0.88,0.85,BOLLYWOOD_POP
english_Bloom,English,The Paper Kites,0.55,0.45,COUNTRY_FOLK
english_Rivers_and_Roads,English,The Head and the Heart,0.45,0.4,COUNTRY_FOLK
english_Sedona,English,Houndmouth,0.65,0.55,COUNTRY_FOLK
english_Don't_You_Want_Me,English,The Human League,0.7,0.75,POP
english_West_End_Girls,English,Pet Shop Boys,0.65,0.6,POP
english_Winter_Song,English,The Head and the Heart,0.4,0.35,ALTERNATIVE
hindi_Swag_Se_Swagat,Hindi,Vishal Dadlani & Neha Bhasin,0.88,0.85,BOLLYWOOD_POP
hindi_Kar_Gayi_Chull,Hindi,"Badshah, Neha Kakkar",0.9,0.9,BOLLYWOOD_POP
english_Cleopatra,English,The Lumineers,0.6,0.55,COUNTRY_FOLK
english_Mess_Is_Mine,English,Vance Joy,0.65,0.55,COUNTRY_FOLK
english_Ho_Hey_(Acoustic),English,The Lumineers,0.6,0.5,COUNTRY_FOLK
hindi_Bom_Diggy_Diggy,Hindi,Zack Knight & Jasmin Walia,0.9,0.9,BOLLYWOOD_POP
hindi_High_Rated_Gabru,Hindi,Guru Randhawa,0.88,0.85,BOLLYWOOD_POP
hindi_The_Breakup_Song,Hindi,"Arijit Singh, Badshah",0.85,0.8,BOLLYWOOD_POP
english_Helplessness_Blues,English,Fleet Foxes,0.45,0.4,ALTERNATIVE
hindi_Saturday_Saturday,Hindi,"Badshah, Indeep Bakshi",0.88,0.85,BOLLYWOOD_POP
hindi_London_Thumakda,Hindi,"Labh Janjua, Sonu Kakkar",0.92,0.9,BOLLYWOOD_POP
"english_If_I_Go,_I'm_Goin",English,Gregory Alan Isakov,0.38,0.34,ALTERNATIVE
hindi_Cutiepie,Hindi,Nakash Aziz,0.9,0.88,BOLLYWOOD_POP
hindi_Badri_Ki_Dulhania,Hindi,"Dev Negi, Neha Kakkar",0.92,0.9,BOLLYWOOD_POP
english_Montezuma,English,Fleet Foxes,0.44,0.38,ALTERNATIVE
english_The_Stable_Song,English,Gregory Alan Isakov,0.4,0.35,ALTERNATIVE
hindi_Hanuman_Chalisa,Hindi,Hariharan,0.4,0.35,POP
english_Geronimo,English,Sheppard,0.78,0.75,COUNTRY_FOLK
hindi_Balam_Pichkari,Hindi,"Vishal Dadlani, Shalmali Kholgade",0.92,0.9,BOLLYWOOD_POP
english_Saint_Valentine,English,Gregory Alan Isakov,0.4,0.36,ALTERNATIVE
english_White_Winter_Hymnal,English,Fleet Foxes,0.55,0.5,ALTERNATIVE
english_All_the_Pretty_Girls,English,KALEO,0.65,0.6,COUNTRY_FOLK
hindi_Matargashti,Hindi,Mohit Chauhan,0.88,0.85,BOLLYWOOD_POP
english_Ship_to_Wreck,English,Florence + The Machine,0.72,0.68,COUNTRY_FOLK
english_Send_Me_On_My_Way,English,Rusted Root,0.78,0.7,COUNTRY_FOLK
hindi_Besharam_Rang,Hindi,"Shilpa Rao, Caralisa Monteiro",0.88,0.85,BOLLYWOOD_POP
english_The_Universe,English,Gregory Alan Isakov,0.41,0.36,ALTERNATIVE
english_Grown_Ocean,English,Fleet Foxes,0.47,0.43,ALTERNATIVE
hindi_Ghoomar,Hindi,"Shreya Ghoshal, Swaroop Khan",0.85,0.8,BOLLYWOOD_POP
hindi_Nagada_Sang_Dhol,Hindi,"Shreya Ghoshal, Osman Mir",0.9,0.92,BOLLYWOOD_POP
english_What_You_Know,English,Two Door Cinema Club,0.55,0.61,ALTERNATIVE
hindi_Kyun,Hindi,Papon,0.45,0.51,BOLLYWOOD_SAD
english_Falling_Slowly,English,Glen Hansard & Markéta Irglová,0.4,0.31,COUNTRY_FOLK
english_Heartbeats_(Acoustic),English,José González,0.5,0.61,COUNTRY_FOLK
english_Human_Nature,English,Michael Jackson,0.52,0.56,JAZZ
english_Sunrise,English,Norah Jones,0.49,0.52,JAZZ
hindi_O_Saathi,Hindi,Atif Aslam,0.45,0.53,BOLLYWOOD_SAD
english_Post_Break-Up_Sex,English,The Vaccines,0.46,0.72,ALTERNATIVE
english_Hate_to_Say_I_Told_You_So,English,The Hives,0.59,0.77,ALTERNATIVE
english_Shake_It,English,Metro Station,0.63,0.81,ALTERNATIVE
english_Get_You,English,Daniel Caesar,0.55,0.61,RNB_SOUL
english_While_We're_Young,English,Jhené Aiko,0.73,0.53,RNB_SOUL
english_Let_It_Go_(Acoustic),English,James Bay,0.46,0.47,COUNTRY_FOLK
english_Breathe_Me_(Acoustic),English,Sia,0.27,0.36,COUNTRY_FOLK
english_Photograph_(Acoustic),English,Ed Sheeran,0.47,0.49,COUNTRY_FOLK
