song_id,language,singer,valence,arousal,genre,main_genre
english_Trading_Places,English,Usher,0.9,0.8,R&B,R&B
english_Beast_Infection,English,Grimes,0.44,0.66,electronic,Electronic
english_She's_in_Love_with_the_Boy,English,Trisha Yearwood,0.96,0.82,Country,Country
hindi_Kalank_Title_Track,Hindi,Arijit Singh,0.7,0.6,Indian Film Classical Ballad,Classical
english_Tennessee_Whiskey,English,Chris Stapleton,0.55,0.35,Country Soul,R&B
english_Humming,English,Portishead,0.44,0.35,Trip Hop,Electronic
english_Downtown,English,Lady A,0.57,0.56,Country,Country
hindi_Piya_O_Re_Piya,Hindi,"Atif Aslam, Shreya Ghoshal",0.49,0.43,Indian Film Sufi Ballad,Classical
english_Tonight_(I'm_Lovin'_You),English,Enrique Iglesias,0.95,0.9,Pop,Pop
english_Cool_for_the_Summer,English,Demi Lovato,0.78,0.76,Pop,Pop
english_Knee_Deep,English,Zac Brown Band,0.37,0.66,Country,Country
english_Once_In_Your_Life,English,Betty Carter,0.85,0.49,Jazz,Jazz
english_Watermelon_Crawl,English,Tracy Byrd,0.98,0.92,Country,Country
english_Falling_Slowly,English,Glen Hansard & Markéta Irglová,0.82,0.55,Folk Pop,Pop
english_Azure_Azure,English,Tim Hecker,0.48,0.72,electronic,Electronic
english_Brothers_in_Arms,English,Dire Straits,0.8,0.68,Rock,Rock
english_Wide_Awake,English,Katy Perry,0.62,0.58,Pop,Pop
hindi_Hawayein,Hindi,Arijit Singh,0.9,0.9,Indian Film Romantic Ballad,Pop
english_I_Don't_Care,English,Raheem DeVaughn,0.69,0.67,r&b,R&B
english_Keep_Tryin',English,Groove Theory,0.9,0.74,R&B,R&B
english_Cotton_Candy,English,Amanda Lepore,0.47,0.78,electronic,Electronic
english_Story_of_My_Life,English,One Direction,0.88,0.7,Pop,Pop
english_Midnight_Rider,English,The Allman Brothers Band,0.45,0.78,Southern Rock,Country
english_Breakout,English,Foo Fighters,0.36,0.81,Rock,Rock
english_Second_One_to_Know,English,Chris Stapleton,0.76,0.64,Country,Country
english_Feel_It_Still,English,Portugal. The Man,0.9,0.85,Alternative Pop,Rock
urdu_Mujhse_Pehli_Si_Mohabbat,Urdu,Noor Jehan,0.49,0.38,Ghazal,Classical
english_Violin_Concerto_II,English,Philip Glass,0.12,0.24,classical,Classical
english_Next_Girl,English,Carly Pearce,0.82,0.66,Country,Country
english_Rollover_DJ,English,Jet,0.88,0.9,Rock,Rock
english_Let's_Stay_Together,English,Al Green,0.8,0.45,R&B Soul,R&B
english_If_You're_Going_Through_Hell,English,Rodney Atkins,0.88,0.68,Country,Country
english_A_Call_To_Adventure_(Theme_From_Mummy_3),English,Randy Edelman,0.8,0.81,classical,Classical
english_What_You_Know,English,Two Door Cinema Club,0.72,0.42,Indie Rock,Rock
hindi_Man_Tarpat_Hari_Darshan,Hindi,Mohammed Rafi,0.58,0.44,Semi-Classical,Classical
english_Girlfriend,English,Avril Lavigne,0.47,0.78,Pop,Pop
english_Let_It_Go,English,James Bay,0.41,0.3,Film Pop Ballad,Pop
english_September,English,"Earth, Wind & Fire",0.69,0.69,Disco Funk,R&B
english_Southern_Voice,English,Tim McGraw,0.82,0.62,Country,Country
english_Heartbreak_Hotel,English,Elvis Presley,0.73,0.6,Rock,Rock
english_Electric_Love,English,BØRNS,1.0,0.83,Indie Pop,Pop
english_,English,M83,1.0,1.0,electronic,Electronic
english_Don't_Know_Why,English,Norah Jones,0.8,0.37,Jazz,Jazz
english_My_Hero,English,Foo Fighters,0.63,0.54,Rock,Rock
english_There_Will_Never_Be_Another_You,English,Chet Baker,0.6,0.5,Jazz Standard,Jazz
english_Punk_Rock_101,English,Bowling for Soup,0.91,0.87,Pop,Pop
english_Colder_Weather_(Live),English,Zac Brown Band,0.7,0.5,Country,Country
english_Dilemma,English,Nelly ft. Kelly Rowland,0.37,0.48,Hip-Hop R&B,R&B
hindi_Saiyaan_Nikas_Gaye,Hindi,Shobha Gurtu,0.47,0.35,Semi-Classical,Classical
english_Guns_&_Roses,English,Paradise Lunch,0.72,0.66,Jazz,Jazz
english_Let's_Ride,English,The Game,0.82,0.84,Hip-Hop,Hip-Hop
english_Human_(Acoustic),English,Rag'n'Bone Man,0.42,0.38,Alternative Rock Acoustic,Rock
english_CX4,English,Apraxia,0.6,0.76,electronic,Electronic
english_The_Recipe,English,Kendrick Lamar ft. Dr. Dre,0.71,0.34,West Coast Hip-Hop,Hip-Hop
english_Electric_AlleyCat,English,Theo Parrish,0.71,0.49,electronic,Electronic
english_I_Could_Use_a_Love_Song,English,Maren Morris,0.9,0.72,Country,Country
english_Liquid_Swords,English,GZA,0.58,0.9,Hip-Hop,Hip-Hop
english_Arlandria,English,Foo Fighters,0.88,0.9,Rock,Rock
english_The_Ending,English,Graham Gold,0.87,0.71,electronic,Electronic
english_Am_I_Dreaming,English,Groove Theory,0.86,0.7,R&B,R&B
english_Folsom_Prison_Blues,English,Johnny Cash,0.36,0.42,Country Rock,Country
english_Three_Wooden_Crosses,English,Randy Travis,0.9,0.7,Country,Country
english_Naked,English,Ella Mai,0.32,0.53,R&B,R&B
english_Overkill,English,Motorhead,0.44,0.42,Rock,Rock
english_Jesus_Walks,English,Kanye West,0.6,0.86,Hip-Hop,Hip-Hop
english_My_All,English,Mariah Carey,0.76,0.66,R&B,R&B
english_Rich_Girl,English,Gwen Stefani,0.88,0.79,Pop,Pop
english_Power_to_the_Beats,English,Utah Saints,0.6,0.8,Electronic,Electronic
english_Sky_Full_of_Stars,English,Coldplay,0.88,0.8,Dance Pop,Pop
english_I_Am_UR,English,Underground Resistance,0.41,0.77,electronic,Electronic
english_Walk_Between_Raindrops,English,Donald Fagen,0.8,0.44,Jazz,Jazz
english_Rest_in_Peace,English,Extreme,0.62,0.61,Rock,Rock
english_Night_Train,English,Jason Aldean,0.38,0.46,Country,Country
english_Lost_Cause,English,Beck,0.4,0.33,Alternative Pop,Rock
english_I_Wish,English,Stevie Wonder,0.52,0.55,R&B,R&B
english_Going_Under,English,Evanescence,0.79,0.87,Rock,Rock
hindi_Om_Namah_Shivaya,Hindi,Anuradha Paudwal,0.56,0.48,Hindu Devotional,Classical
hindi_Jaane_Woh_Kaise_Log_The,Hindi,Hemant Kumar,0.22,0.2,Indian Film Ghazal,Classical
english_One_Call_Away,English,Charlie Puth,0.92,0.7,Pop,Pop
english_I_Lived,English,OneRepublic,0.28,0.42,Pop Rock,Rock
english_Hanakisou,English,志方あきこ,0.46,0.62,Electronic,Electronic
hindi_Kar_Gayi_Chull,Hindi,"Badshah, Neha Kakkar",0.9,0.9,Bollywood Dance Pop,Pop
english_Mariners_Apartment_Complex,English,Lana Del Rey,0.77,0.58,Indie Folk,Country
english_Dirt_Road_Anthem,English,Jason Aldean,0.65,0.6,Hip-Hop,Hip-Hop
english_Panama,English,The Cat Empire,0.94,0.79,Jazz,Jazz
english_Dead_Man_Vision,English,Cerebrum Vortex,0.41,0.77,electronic,Electronic
english_That_Ain't_No_Way_to_Go,English,Brooks & Dunn,0.66,0.56,Country,Country
english_Lose_Control,English,Missy Elliott,0.34,0.74,Hip-Hop,Hip-Hop
english_How_We_Do_This,English,The Brand New Heavies,0.57,0.79,Jazz,Jazz
english_Shadowboxin',English,GZA,0.45,0.8,Hip-Hop,Hip-Hop
english_This_Night_Won't_Last_Forever,English,Sawyer Brown,0.9,0.72,Country,Country
english_Chasing_Cars_(Acoustic),English,Snow Patrol,0.45,0.35,Alternative Rock Acoustic,Rock
english_Teenage_Love,English,Slick Rick,0.58,0.57,Hip-Hop,Hip-Hop
english_It_Never_Entered_My_Mind,English,Miles Davis,0.86,0.43,Cool Jazz,Jazz
english_Love_Myself,English,Hailee Steinfeld,0.85,0.79,Pop,Pop
english_Break_My_Heart,English,Dua Lipa,0.54,0.56,Pop,Pop
english_Spring_I_Allegro,English,Antonio Vivaldi,0.92,0.72,classical,Classical
english_Stay,English,"The Kid LAROI, Justin Bieber",0.68,0.67,Pop Rap,Hip-Hop
english_Coming_Home,English,Sheppard,0.67,0.51,Pop,Pop
english_Still_Not_a_Player,English,Big Pun,0.45,0.8,Hardcore Hip-Hop,Hip-Hop
english_Slow_Dancing_in_a_Burning_Room,English,John Mayer,0.61,0.51,Blues Rock,Rock
english_Rosemary's_Baby_Main_Theme_Vocal,English,Krzysztof Komeda,0.38,0.64,Jazz,Jazz
english_Silence,English,Ty Showers,0.36,0.81,Jazz,Jazz
english_I'm_Gonna_Show_You_Crazy,English,Bebe Rexha,0.3,0.85,Electronic,Electronic
english_Aneurysm,English,Nirvana,0.7,0.96,Rock,Rock
english_Stravinsky_–_Symphony_of_Psalms,English,Igor Stravinsky,0.6,0.62,Classical,Classical
english_Nightshift,English,Commodores,0.37,0.46,R&B,R&B
english_Give_It_to_Me_Baby,English,Rick James,0.96,0.9,R&B,R&B
english_Keyhole_Blues,English,Louis Armstrong And His Hot Seven,0.85,0.85,Jazz,Jazz
hindi_Kho_Gaye_Hum_Kahan,Hindi,Jasleen Royal,0.55,0.4,Indian Film Romantic Ballad,Pop
english_You_Belong_With_Me,English,Taylor Swift,0.87,0.72,Country Pop,Country
english_Good_Time,English,Owl City,0.47,0.78,Pop,Pop
english_You_Should_Be_Here,English,Cole Swindell,0.7,0.48,Country,Country
english_Find_Your_Love,English,Drake,0.86,0.7,Hip-Hop,Hip-Hop
english_Sacrifice,English,Clint Mansell,0.39,0.59,electronic,Electronic
english_All_Mine,English,Portishead,0.51,0.39,Trip Hop,Electronic
english_Arena,English,志方あきこ,0.73,0.63,Jazz,Jazz
english_Legion_(Vivace_con_affeto),English,VNV Nation,0.88,0.69,classical,Classical
english_Inside_Each_Other,English,Emma Salokoski Ensemble,0.47,0.37,Jazz,Jazz
hindi_Hamari_Adhuri_Kahani_(Title_Track),Hindi,Arijit Singh,0.25,0.35,Indian Film Sad Ballad,Classical
english_Battle_Scars,English,Lupe Fiasco,0.76,0.72,Hip-Hop,Hip-Hop
hindi_Jashn-e-Bahara,Hindi,Javed Ali,0.55,0.4,Indian Film Classical Ballad,Classical
english_Let_It_Be,English,The Beatles,0.74,0.65,Soft Rock,Rock
english_Out_of_Time,English,The Weeknd,0.7,0.28,Pop,Pop
english_Moderato,English,Sergei Rachmaninoff,0.79,0.63,classical,Classical
english_Rude_Boy,English,Rihanna,0.89,0.89,Pop,Pop
english_Violin_Concerto_in_G_major_4,English,Georg Philipp Telemann,0.84,0.84,classical,Classical
english_Girls,English,The Prodigy,0.36,0.37,Big Beat,Electronic
hindi_Tere_Bin,Hindi,Atif Aslam,0.46,0.4,Indian Film Sufi Ballad,Classical
english_Act_Right,English,Yo Gotti,0.76,0.84,Hip-Hop,Hip-Hop
english_Cry_Me_a_River,English,Ella Fitzgerald,0.43,0.64,Jazz Standard,Jazz
english_Since_U_Been_Gone,English,Kelly Clarkson,0.45,0.78,Pop,Pop
english_Racine_de_deux,English,Grumpf Quartet,0.47,0.77,Jazz,Jazz
english_Lady,English,D'Angelo,0.31,0.26,R&B,R&B
english_Quarter_Past_Midnight,English,Bastille,0.92,0.88,Pop,Pop
english_Solo_Por_Ti,English,Josh Groban,0.6,0.66,classical,Classical
english_Willow,English,Taylor Swift,0.73,0.62,Folk Pop,Pop
hindi_Khwaja_Mere_Khwaja,Hindi,A.R. Rahman,0.45,0.35,Sufi Devotional,Classical
english_Get_Money,English,Junior M.A.F.I.A.,0.47,0.78,Hip-Hop,Hip-Hop
english_Losing_My_Religion,English,R.E.M.,0.6,0.79,Rock,Rock
english_Out_of_Reality,English,Protoculture,0.59,0.45,electronic,Electronic
english_Tadow,English,Masego & FKJ,0.65,0.55,Jazz Rap,Jazz
english_Somewhere_Only_We_Know,English,Keane,0.79,0.67,Alternative Rock,Rock
english_Spain,English,Chick Corea,0.36,0.81,Jazz Fusion,Jazz
english_Brown_Sugar,English,D'Angelo,0.83,0.69,Hip-Hop Soul,R&B
english_Fratres_(for_cello_and_piano),English,Arvo Pärt,0.82,0.69,classical,Classical
english_Pyro_(Live),English,Kings of Leon,0.8,0.74,Rock,Rock
english_Fake,English,The Brand New Heavies,0.2,0.25,Jazz,Jazz
english_Opus_(Eric_Prydz_Remix),English,Eric Prydz,0.65,0.85,Progressive House,Electronic
english_3._Bruckner_Symphony_No.7_by_Matacic_-_III._Scherzo_vivace,English,"Chech Philharmonic Orchestra, Conducted by Lovro von Matacic",0.68,0.72,classical,Classical
english_3._Allegro,English,Felix Ayo,0.86,0.57,classical,Classical
urdu_Rafta_Rafta,Urdu,Mehdi Hassan,0.52,0.41,Ghazal,Classical
urdu_Chaap_Tilak,Urdu,Abida Parveen,0.42,0.32,Sufi Devotional,Classical
english_My_Love,English,Leigh-Anne ft. Ayra Starr,0.62,0.54,Pop Ballad,Pop
english_full_throttle,English,Prodigy,0.66,0.66,electronic,Electronic
english_Let_Me_Ride,English,Dr. Dre,0.65,0.85,West Coast Hip-Hop,Hip-Hop
hindi_Pyaar_Ke_Pal,Hindi,KK,0.7,0.5,Indian Indie Rock,Rock
english_baja_nights,English,Manual,0.3,0.22,electronic,Electronic
english_Rosen_auf_den_Weg_gestreut,English,"Busch, Ernst",0.63,0.74,classical,Classical
english_If_I_Were_a_Boy,English,Beyoncé,0.4,0.35,Soul Pop Ballad,R&B
english_Inertia_Creeps,English,Massive Attack,0.71,0.66,Trip Hop,Electronic
english_Black_Blade,English,Two Steps from Hell,0.79,0.68,classical,Classical
english_Thieves_in_the_Night,English,Black Star,0.62,0.48,Hip-Hop,Hip-Hop
english_Proof,English,Pat Metheny,0.87,0.4,Jazz,Jazz
english_Daydreamin',English,Lupe Fiasco,0.81,0.51,Hip-Hop,Hip-Hop
english_Demons,English,Imagine Dragons,0.39,0.6,Alternative Pop Rock,Rock
english_Senorita,English,"Shawn Mendes, Camila Cabello",0.3,0.85,Latin Pop,Pop
english_Gin_and_Juice,English,Snoop Dogg,0.8,0.7,West Coast Hip-Hop,Hip-Hop
english_If_We_Were_Vampires,English,Jason Isbell and the 400 Unit,0.45,0.3,Indie Folk,Country
hindi_Chand_Sifarish,Hindi,"Shaan, Kailash Kher",0.5,0.6,Indian Film Romantic Ballad,Pop
english_Hold_On,English,Chord Overstreet,0.48,0.52,Indie Pop,Pop
english_The_Third_Planet,English,Biosphere,0.5,0.46,electronic,Electronic
english_Focus,English,H.E.R.,0.65,0.89,Hip-Hop R&B,R&B
english_Location,English,Khalid,0.95,0.78,R&B,R&B
english_Window_Shopper,English,50 Cent,0.86,0.76,Hip-Hop,Hip-Hop
english_Crossroads,English,Cream,0.81,0.4,Rock,Rock
english_Risingson,English,Massive Attack,0.38,0.72,Trip Hop,Electronic
english_The_World_Is_Yours,English,Nas,0.6,0.33,Jazz Rap,Jazz
english_Es_Sang_vor_Langen_Jahren,English,Arvo Pärt,0.69,0.66,classical,Classical
english_Shadow,English,Brian Eno,0.68,0.56,electronic,Electronic
"english_Courtesy_of_the_Red,_White_and_Blue",English,Toby Keith,0.7,0.85,Country Patriotic,Country
english_Heart_and_Soul,English,Mel Tormé,0.68,0.71,Jazz,Jazz
english_Golden,English,Jill Scott,0.54,0.69,R&B,R&B
english_Corruption_Within,English,Shadow Keep,0.64,0.62,Jazz,Jazz
hindi_Tu_Jaane_Na,Hindi,Atif Aslam,0.6,0.4,Indian Film Romantic Ballad,Pop
english_Send_Me_an_Angel,English,Scorpions,0.63,0.71,Rock,Rock
hindi_Chaleya,Hindi,"Arijit Singh, Shilpa Rao",0.8,0.5,Indian Film Romantic Ballad,Pop
english_Maybe_I_Mean_Yes,English,Holly Dunn,0.96,0.82,Country,Country
english_He_Can't_Love_U,English,Jagged Edge,0.91,0.73,R&B,R&B
english_Love_Stinks,English,The J. Geils Band,0.43,0.64,Rock,Rock
english_I_Want_To_Join_A_Gang,English,Kid606,0.35,0.63,electronic,Electronic
english_Should_Have_Known_Better,English,Sufjan Stevens,0.45,0.39,Indie Folk,Country
hindi_Channa_Mereya,Hindi,Arijit Singh,0.2,0.3,Indian Film Ghazal,Classical
english_Someone's_Rocking_My_Dreamboat,English,The Ink Spots,0.4,0.42,Jazz,Jazz
hindi_Allah_Ke_Bande,Hindi,Kailash Kher,0.7,0.4,Sufi Rock,Classical
english_National_Working_Woman's_Holiday,English,Sammy Kershaw,0.96,0.88,Country,Country
english_Orient_Express,English,Joe Zawinul,0.49,0.91,Jazz,Jazz
english_Power_Of_Love,English,Mahavishnu Orchestra,0.82,0.44,Jazz,Jazz
english_Love_Illumination,English,Franz Ferdinand,0.92,0.88,Rock,Rock
english_Child's_Party,English,The Demo Saou,0.77,0.75,electronic,Electronic
english_I_Can_Fly,English,植松伸夫,0.61,0.91,classical,Classical
english_What_He_Didn't_Do,English,Carly Pearce,0.64,0.46,Country,Country
english_SNOWBLIND,English,Five Star Hotel,0.41,0.77,electronic,Electronic
english_I_Will_Find_the_Way,English,Pat Metheny,0.66,0.27,Jazz,Jazz
english_London_Calling,English,The Clash,0.8,0.43,Punk Rock,Rock
english_Castle_on_the_Hill,English,Ed Sheeran,0.94,0.86,Pop,Pop
english_Presto,English,Franz Schubert,0.86,0.74,classical,Classical
english_Nothin'_on_You,English,B.o.B,0.86,0.72,Hip-Hop,Hip-Hop
english_Teardrops_on_My_Guitar,English,Taylor Swift,0.58,0.63,Country,Country
english_Hands_On_Us,English,The Notwist,0.13,0.14,electronic,Electronic
english_Broken_Sword,English,Evol Intent,0.48,0.69,electronic,Electronic
english_Gold,English,Chet Faker,0.68,0.7,Progressive House,Electronic
english_Centipede,English,Knife Party,0.55,0.96,Dubstep,Electronic
english_Very_Happy,English,"Oh Yes, By All Means",0.35,0.55,electronic,Electronic
english_Atoll,English,Lustmord,0.47,0.77,Electronic,Electronic
english_Galaxies_Part_Two,English,Asura,0.61,0.5,electronic,Electronic
english_Champion,English,Kanye West,0.36,0.81,Hip-Hop,Hip-Hop
english_C'est_La_Vie,English,Andrzej Zaucha,0.69,0.63,Jazz,Jazz
english_Say_It_Ain't_So,English,Weezer,0.66,0.53,Alternative Rock,Rock
hindi_Yeh_Daulat_Bhi_Le_Lo,Hindi,Jagjit Singh,0.59,0.45,Ghazal,Classical
english_Loveless_Love,English,Louis Armstrong,0.63,0.53,Jazz,Jazz
english_You_for_Me,English,Blossom Dearie,0.77,0.48,Jazz,Jazz
english_Glass_–_Einstein_on_the_Beach,English,Philip Glass,0.72,0.7,Classical,Classical
english_Daydream_in_Blue,English,I Monster,0.56,0.45,Trip Hop,Electronic
english_Keep_Their_Heads_Ringin',English,Dr. Dre,0.75,0.88,West Coast Hip-Hop,Hip-Hop
english_Man_Next_Door,English,Massive Attack,0.45,0.43,Trip Hop,Electronic
english_Shopping,English,Barenaked Ladies,0.88,0.78,pop,Pop
hindi_Tujh_Mein_Rab_Dikhta_Hai,Hindi,Roop Kumar Rathod,0.6,0.45,Indian Film Devotional Romantic,Classical
english_Blue_Moon,English,Billy Eckstine,0.71,0.45,Jazz,Jazz
english_Break_Up_in_the_End,English,Cole Swindell,0.66,0.5,Country,Country
english_Are_You_Experienced,English,Jimi Hendrix,0.82,0.9,Rock,Rock
english_Body_Like_a_Back_Road,English,Sam Hunt,0.75,0.8,Country Dance,Country
english_Everybody's_Fool,English,Evanescence,0.8,0.82,Rock,Rock
english_Just_a_Dream,English,Nelly,0.4,0.6,Hip-Hop,Hip-Hop
english_Hey_Eugene,English,Pink Martini,0.84,0.62,Jazz,Jazz
english_Astral_Sunset,English,Artemis,0.47,0.36,electronic,Electronic
english_Something_in_the_Water,English,Carrie Underwood,0.92,0.83,Country,Country
hindi_Aye_Khuda,Hindi,Salim Merchant,0.46,0.4,Indian Film Sufi Ballad,Classical
english_In_Da_Club,English,50 Cent,0.86,0.84,Hip-Hop,Hip-Hop
english_Feyd_Rautha_Dark_Heart,English,Grimes,0.46,0.62,electronic,Electronic
english_One_Last_Cry,English,Brian McKnight,0.87,0.64,R&B,R&B
english_Danse_Macabre,English,Camille Saint-Saëns,0.53,0.66,Classical,Classical
english_Insomnia,English,Daya,0.32,0.49,Pop,Pop
english_Get_the_Funk_Out,English,Extreme,0.88,0.9,Rock,Rock
english_April_in_Paris,English,Ella Fitzgerald,0.51,0.47,Jazz,Jazz
english_Run,English,Snow Patrol,0.71,0.64,Alternative Rock,Rock
english_Runnin,English,The Pharcyde,0.37,0.65,Hip-Hop,Hip-Hop
english_Anstromm-Feck_4,English,Squarepusher,0.63,0.73,electronic,Electronic
english_7_Keys,English,Aqualung,0.72,0.6,pop,Pop
english_Want_U_Back,English,Cher Lloyd,0.95,0.9,Pop,Pop
english_Close_to_Me,English,Ellie Goulding,0.19,0.23,Pop,Pop
english_Find_a_Way,English,A Tribe Called Quest,0.44,0.46,Hip-Hop,Hip-Hop
english_Brown_Skin_Lady,English,Black Star,0.72,0.76,Hip-Hop,Hip-Hop
english_We_Don't_Talk_Anymore,English,Charlie Puth,0.86,0.74,Pop,Pop
english_The_Rapture,English,Evol Intent,0.41,0.77,electronic,Electronic
english_The_World_Is_My_Ashtray,English,Deejay Punk-Roc,0.42,0.76,Jazz,Jazz
english_Rebirth_of_Slick_(Cool_Like_Dat),English,Digable Planets,0.75,0.55,Hip-Hop,Hip-Hop
english_Raw_Hide,English,Ol' Dirty Bastard,0.68,0.89,Hip-Hop,Hip-Hop
english_Realize,English,Colbie Caillat,0.44,0.59,Pop,Pop
english_No_Diggity_(Live),English,Blackstreet,0.94,0.84,R&B,R&B
"english_You'll_be_OK,_Kid",English,Demi Lovato,0.8,0.8,Indie Folk,Country
"english_Symphony_No._5_in_C_Minor,_Op._67_I._Allegro_con_brio",English,Ludwig van Beethoven,0.86,0.69,classical,Classical
hindi_Besharam_Rang,Hindi,"Shilpa Rao, Caralisa Monteiro",0.88,0.85,Bollywood Dance Pop,Pop
english_No_Enemiesz,English,Kiesza,0.52,0.67,electronic,Electronic
english_Happy,English,Pharrell Williams,0.56,0.81,Neo-Soul Funk Pop,R&B
hindi_Kun_Faya_Kun,Hindi,"A.R. Rahman, Javed Ali, Mohit Chauhan",0.6,0.3,Sufi Devotional,Classical
english_A_Taste_Of_Honey,English,Chet Baker,0.86,0.34,Jazz,Jazz
hindi_Hanuman_Chalisa,Hindi,Hariharan,0.73,0.52,Hindu Devotional,Classical
english_Let_Me_Go,English,Hailee Steinfeld,0.35,0.74,Pop,Pop
english_Lost_Forever,English,The Reds,0.61,0.65,Electronic,Electronic
english_Beyond_the_Son,English,Koop,0.8,0.56,Jazz,Jazz
english_Caravan,English,Duke Ellington,0.3,0.85,Swing Jazz,Jazz
english_Ric_Flair,English,Killer Mike,0.78,0.88,Hip-Hop,Hip-Hop
english_Make_Me_Proud,English,Drake,0.82,0.77,Hip-Hop,Hip-Hop
english_If_I_Die_Young,English,The Band Perry,0.25,0.3,Country Folk,Country
english_Weakness,English,George Fitzgerald,0.77,0.69,electronic,Electronic
english_The_Heat_[The_Energy],English,Prodigy,0.6,0.66,electronic,Electronic
english_Pompeii,English,Bastille,0.66,0.61,Indie Rock,Rock
english_Crash_My_Party,English,Luke Bryan,0.94,0.84,Country,Country
english_Cynical,English,Rufus Jr,0.64,0.47,Jazz,Jazz
hindi_Desi_Girl,Hindi,"Shankar Mahadevan, Sunidhi Chauhan",0.9,0.8,Bollywood Dance Pop,Pop
english_I_Miss_You,English,blink-182,0.54,0.43,Pop,Pop
english_ReDefinition,English,Black Star,0.65,0.48,Hip-Hop,Hip-Hop
english_Save_a_Horse_(Ride_a_Cowboy),English,Big & Rich,0.94,0.9,Country Dance,Country
english_War_Pigs,English,Black Sabbath,0.7,0.94,Rock,Rock
english_Fratres_for_String_Quartet,English,Arvo Pärt,0.34,0.33,classical,Classical
english_test3,English,The Courageous Egg,0.77,0.61,Jazz,Jazz
english_Captain_Caribe,English,Earl Klugh,0.91,0.85,Jazz,Jazz
english_Into_You,English,Ariana Grande,0.72,0.68,Pop,Pop
english_Brutal,English,NorthBorne,0.6,0.73,electronic,Electronic
english_Für_Elise,English,Ludwig van Beethoven,0.75,0.58,Classical,Classical
english_Silhouettes,English,Avicii,0.88,0.72,Electronic,Electronic
english_Rhapsody_on_a_Theme_of_Paganini,English,Sergei Rachmaninoff,0.4,0.31,Classical,Classical
english_Magnet,English,Telemetrik,0.26,0.66,electronic,Electronic
english_Le_Chant_De_L'etoile,English,黒百合姉妹,0.68,0.72,classical,Classical
english_The_Sweet_Escape,English,Gwen Stefani,0.94,0.77,Pop,Pop
english_Stairway_to_Heaven,English,Led Zeppelin,0.86,0.73,Rock,Rock
english_Ship_to_Wreck,English,Florence + The Machine,0.72,0.68,Indie Rock,Rock
english_Looney_Little_Tooney,English,Willie The Lion Smith,0.5,0.53,Jazz,Jazz
english_Pickin'_Boogers,English,Biz Markie,0.8,0.86,Hip-Hop,Hip-Hop
english_Beauty_Survivor,English,Angelababy,0.47,0.78,electronic,Electronic
english_Easy_Lover,English,Ellie Goulding,0.73,0.41,Pop,Pop
english_Round_of_Applause,English,Waka Flocka Flame,0.6,0.54,Hip-Hop,Hip-Hop
english_Hootie_Hoo,English,OutKast,0.86,0.9,Hip-Hop,Hip-Hop
hindi_Bekhayali,Hindi,Sachet Tandon,0.3,0.7,Indian Film Acoustic Rock Ballad,Rock
english_Freudian,English,Daniel Caesar,0.86,0.7,R&B,R&B
english_Where_Is_the_Love,English,Roberta Flack,0.81,0.59,R&B,R&B
english_Incarcerated_Scarfaces,English,Raekwon,0.48,0.88,Hip-Hop,Hip-Hop
english_Everybody_Wants_to_Rule_the_World,English,Tears for Fears,0.75,0.55,New Wave Pop,Pop
english_In_the_A,English,Big Boi,0.71,0.61,Hip-Hop,Hip-Hop
english_Show_Me_the_Way,English,Zap Mama,0.57,0.79,Jazz,Jazz
english_Sister_Moon,English,Sting,0.73,0.48,Jazz,Jazz
english_Every_Rose_Has_Its_Thorn,English,Poison,0.35,0.45,Glam Metal Ballad,Rock
english_Prokofiev_–_Romeo_and_Juliet_Suite,English,Sergei Prokofiev,0.7,0.78,Classical,Classical
english_Carry_On_Wayward_Son,English,Kansas,0.75,0.8,Progressive Rock,Rock
english_Almost_Maybes,English,Jordan Davis,0.8,0.58,Country,Country
english_Beer_in_Mexico,English,Kenny Chesney,0.86,0.68,Country,Country
hindi_Tera_Ban_Jaunga,Hindi,Akhil Sachdeva & Tulsi Kumar,0.85,0.5,Indian Film Romantic Ballad,Pop
english_Cruise_Control,English,Special EFX,0.84,0.84,Jazz,Jazz
hindi_Vaishnava_Jan_To,Hindi,Lata Mangeshkar,0.4,0.25,Hindu Devotional,Classical
english_Lola's_Theme__(Radio_Edit),English,Shapeshifters,0.72,0.69,electronic,Electronic
english_Intoxicated,English,Martin Solveig & GTA,0.64,0.62,Electronic Dance Pop,Electronic
english_Hotel_Yorba,English,The White Stripes,0.81,0.68,Rock,Rock
english_What_Hurts_the_Most,English,Rascal Flatts,0.55,0.56,Country,Country
"english_No_Light,_No_Light",English,Florence + The Machine,0.7,0.75,Indie Rock,Rock
english_Walking_Through_That_Door,English,Future Islands,0.78,0.79,electronic,Electronic
english_You_Give_Love_a_Bad_Name,English,Bon Jovi,0.92,0.92,Rock,Rock
english_Be_Easy,English,Ghostface Killah,0.78,0.43,Hip-Hop,Hip-Hop
english_Love_on_Top,English,Beyonce,0.96,0.88,R&B,R&B
english_Miles_of_Blue_(Blue_Miles),English,Joe Sample,0.69,0.43,Jazz,Jazz
english_Prokofiev_–_Lieutenant_Kijé_Suite,English,Sergei Prokofiev,0.76,0.68,Classical,Classical
english_Les_Preludes,English,Franz Liszt,0.85,0.72,classical,Classical
english_Being_Me,English,Abbey Lincoln,0.66,0.46,Jazz,Jazz
english_Most_Girls,English,Hailee Steinfeld,0.71,0.58,Pop,Pop
english_Tobiume,English,Susumu Yokota,0.67,0.64,electronic,Electronic
